Month,Industry,Sector_Type,Number_of_Agreements,Number_of_Employees,Duration_Months_Avg,First_Year_Pct_Adjustment_Avg,Annual_Pct_Adjustment_Avg,Extraction_Date
"Education, health, and social services",August 2024,All Sectors,2,17550,46.9,2.6,3.1,2025-10-21
"Education, health, and social services",August 2024,Public Sector,2,17550,46.9,2.6,3.1,2025-10-21
"Education, health, and social services",September 2024,All Sectors,1,5000,36.0,3.5,3.0,2025-10-21
"Education, health, and social services",September 2024,Public Sector,1,5000,36.0,3.5,3.0,2025-10-21
"Education, health, and social services",October 2024,All Sectors,4,36396,47.8,3.0,3.8,2025-10-21
"Education, health, and social services",October 2024,Private Sector,1,6696,48.0,3.5,3.1,2025-10-21
"Education, health, and social services",October 2024,Public Sector,3,29700,47.8,2.8,4.0,2025-10-21
"Education, health, and social services",November 2024,All Sectors,2,1547,30.2,4.3,3.8,2025-10-21
"Education, health, and social services",November 2024,Public Sector,2,1547,30.2,4.3,3.8,2025-10-21
"Education, health, and social services",December 2024,All Sectors,4,99443,54.2,5.8,3.6,2025-10-21
"Education, health, and social services",December 2024,Public Sector,4,99443,54.2,5.8,3.6,2025-10-21
"Education, health, and social services",January 2025,All Sectors,1,587,36.0,3.0,3.0,2025-10-21
"Education, health, and social services",January 2025,Public Sector,1,587,36.0,3.0,3.0,2025-10-21
"Education, health, and social services",February 2025,All Sectors,3,2430,37.9,2.7,2.6,2025-10-21
"Education, health, and social services",February 2025,Public Sector,3,2430,37.9,2.7,2.6,2025-10-21
"Education, health, and social services",March 2025,All Sectors,4,10495,51.2,2.6,3.0,2025-10-21
"Education, health, and social services",March 2025,Private Sector,1,1404,72.0,0.0,1.8,2025-10-21
"Education, health, and social services",March 2025,Public Sector,3,9091,48.0,2.9,3.2,2025-10-21
"Education, health, and social services",April 2025,All Sectors,6,51020,43.6,3.4,3.2,2025-10-21
"Education, health, and social services",April 2025,Public Sector,6,51020,43.6,3.4,3.2,2025-10-21
"Education, health, and social services",May 2025,All Sectors,2,7024,46.4,2.9,2.9,2025-10-21
"Education, health, and social services",May 2025,Public Sector,2,7024,46.4,2.9,2.9,2025-10-21
"Education, health, and social services",June 2025,All Sectors,1,834,48.0,3.0,3.0,2025-10-21
"Education, health, and social services",June 2025,Public Sector,1,834,48.0,3.0,3.0,2025-10-21
Entertainment and hospitality,August 2024,All Sectors,1,750,36.0,5.0,3.7,2025-10-21
Entertainment and hospitality,August 2024,Private Sector,1,750,36.0,5.0,3.7,2025-10-21
Entertainment and hospitality,December 2024,All Sectors,1,561,24.0,10.0,6.9,2025-10-21
Entertainment and hospitality,December 2024,Private Sector,1,561,24.0,10.0,6.9,2025-10-21
Entertainment and hospitality,April 2025,All Sectors,1,1606,24.0,10.8,10.2,2025-10-21
Entertainment and hospitality,April 2025,Private Sector,1,1606,24.0,10.8,10.2,2025-10-21
Public administration,October 2024,All Sectors,3,8180,37.6,5.4,3.4,2025-10-21
Public administration,October 2024,Public Sector,3,8180,37.6,5.4,3.4,2025-10-21
Public administration,November 2024,All Sectors,3,4327,38.6,3.3,3.3,2025-10-21
Public administration,November 2024,Public Sector,3,4327,38.6,3.3,3.3,2025-10-21
Public administration,December 2024,All Sectors,4,12558,35.3,4.5,3.8,2025-10-21
Public administration,December 2024,Public Sector,4,12558,35.3,4.5,3.8,2025-10-21
Public administration,January 2025,All Sectors,2,4252,43.6,6.5,3.4,2025-10-21
Public administration,January 2025,Public Sector,2,4252,43.6,6.5,3.4,2025-10-21
Public administration,February 2025,All Sectors,1,7670,48.0,4.7,3.7,2025-10-21
Public administration,February 2025,Public Sector,1,7670,48.0,4.7,3.7,2025-10-21
Public administration,March 2025,All Sectors,1,8240,48.0,3.9,3.7,2025-10-21
Public administration,March 2025,Public Sector,1,8240,48.0,3.9,3.7,2025-10-21
Public administration,April 2025,All Sectors,1,5713,60.0,2.8,2.5,2025-10-21
Public administration,April 2025,Public Sector,1,5713,60.0,2.8,2.5,2025-10-21
Public administration,May 2025,All Sectors,3,7077,42.1,3.5,3.3,2025-10-21
Public administration,May 2025,Public Sector,3,7077,42.1,3.5,3.3,2025-10-21
All jurisdictions,August 2024,All Sectors,5,21192,45.1,3.2,3.0,2025-10-21
All jurisdictions,August 2024,Private Sector,2,2990,36.0,7.0,2.8,2025-10-21
All jurisdictions,August 2024,Public Sector,3,18202,46.5,2.6,3.1,2025-10-21
All jurisdictions,September 2024,All Sectors,5,14010,31.8,5.7,4.4,2025-10-21
All jurisdictions,September 2024,Private Sector,4,9010,29.4,6.9,5.1,2025-10-21
All jurisdictions,September 2024,Public Sector,1,5000,36.0,3.5,3.0,2025-10-21
All jurisdictions,October 2024,All Sectors,8,45176,45.7,3.4,3.7,2025-10-21
All jurisdictions,October 2024,Private Sector,2,7296,46.0,3.5,3.1,2025-10-21
All jurisdictions,October 2024,Public Sector,6,37880,45.6,3.4,3.8,2025-10-21
All jurisdictions,November 2024,All Sectors,6,6894,38.1,3.7,3.4,2025-10-21
All jurisdictions,November 2024,Public Sector,6,6894,38.1,3.7,3.4,2025-10-21
All jurisdictions,December 2024,All Sectors,15,125802,52.7,5.3,3.7,2025-10-21
All jurisdictions,December 2024,Private Sector,7,13801,57.2,2.8,3.7,2025-10-21
All jurisdictions,December 2024,Public Sector,8,112001,52.1,5.7,3.7,2025-10-21
All jurisdictions,January 2025,All Sectors,7,13702,57.6,5.3,3.3,2025-10-21
All jurisdictions,January 2025,Private Sector,3,3916,58.0,3.6,3.2,2025-10-21
All jurisdictions,January 2025,Public Sector,4,9786,57.5,6.1,3.3,2025-10-21
All jurisdictions,February 2025,All Sectors,8,15157,45.3,4.7,3.6,2025-10-21
All jurisdictions,February 2025,Private Sector,4,5057,44.9,5.5,4.0,2025-10-21
All jurisdictions,February 2025,Public Sector,4,10100,45.6,4.3,3.4,2025-10-21
All jurisdictions,March 2025,All Sectors,6,22135,47.7,3.1,3.3,2025-10-21
All jurisdictions,March 2025,Private Sector,1,1404,72.0,0.0,1.8,2025-10-21
All jurisdictions,March 2025,Public Sector,5,20731,46.0,3.4,3.4,2025-10-21
All jurisdictions,April 2025,All Sectors,13,172748,46.9,6.3,4.6,2025-10-21
All jurisdictions,April 2025,Private Sector,6,116015,47.8,7.7,5.3,2025-10-21
All jurisdictions,April 2025,Public Sector,7,56733,45.3,3.4,3.1,2025-10-21
All jurisdictions,May 2025,All Sectors,9,25184,45.1,3.1,3.0,2025-10-21
All jurisdictions,May 2025,Private Sector,4,11083,46.3,2.9,2.8,2025-10-21
All jurisdictions,May 2025,Public Sector,5,14101,44.2,3.2,3.1,2025-10-21
All jurisdictions,June 2025,All Sectors,4,4657,53.6,3.6,3.4,2025-10-21
All jurisdictions,June 2025,Private Sector,2,1523,47.1,4.7,3.5,2025-10-21
All jurisdictions,June 2025,Public Sector,2,3134,56.8,3.0,3.4,2025-10-21
All jurisdictions,July 2025,All Sectors,4,45658,48.4,7.4,2.1,2025-10-21
All jurisdictions,July 2025,Private Sector,2,42230,48.7,7.8,2.0,2025-10-21
All jurisdictions,July 2025,Public Sector,2,3428,44.6,3.2,3.2,2025-10-21
Federal jurisdiction,August 2024,All Sectors,1,652,36.0,4.0,3.3,2025-10-21
Federal jurisdiction,August 2024,Public Sector,1,652,36.0,4.0,3.3,2025-10-21
Federal jurisdiction,September 2024,All Sectors,1,550,48.0,5.0,4.2,2025-10-21
Federal jurisdiction,September 2024,Private Sector,1,550,48.0,5.0,4.2,2025-10-21
Federal jurisdiction,October 2024,All Sectors,2,1680,39.4,4.2,3.2,2025-10-21
Federal jurisdiction,October 2024,Private Sector,1,600,24.0,3.2,3.1,2025-10-21
Federal jurisdiction,October 2024,Public Sector,1,1080,48.0,4.7,3.2,2025-10-21
Federal jurisdiction,November 2024,All Sectors,1,1020,48.0,4.8,3.1,2025-10-21
Federal jurisdiction,November 2024,Public Sector,1,1020,48.0,4.8,3.1,2025-10-21
Federal jurisdiction,December 2024,All Sectors,4,9004,48.0,4.8,3.2,2025-10-21
Federal jurisdiction,December 2024,Private Sector,2,2594,48.0,4.7,3.2,2025-10-21
Federal jurisdiction,December 2024,Public Sector,2,6410,48.0,4.8,3.2,2025-10-21
Federal jurisdiction,January 2025,All Sectors,1,536,36.0,3.0,3.0,2025-10-21
Federal jurisdiction,January 2025,Private Sector,1,536,36.0,3.0,3.0,2025-10-21
Federal jurisdiction,February 2025,All Sectors,5,12727,46.7,5.0,3.8,2025-10-21
Federal jurisdiction,February 2025,Private Sector,4,5057,44.9,5.5,4.0,2025-10-21
Federal jurisdiction,February 2025,Public Sector,1,7670,48.0,4.7,3.7,2025-10-21
Federal jurisdiction,June 2025,All Sectors,1,733,48.0,5.0,4.5,2025-10-21
Federal jurisdiction,June 2025,Private Sector,1,733,48.0,5.0,4.5,2025-10-21
Federal jurisdiction,July 2025,All Sectors,2,3336,54.0,4.0,3.4,2025-10-21
Federal jurisdiction,July 2025,Private Sector,1,2500,60.0,4.0,3.4,2025-10-21
Federal jurisdiction,July 2025,Public Sector,1,836,36.0,4.0,3.5,2025-10-21
Nova Scotia,December 2024,All Sectors,2,16870,24.0,5.1,4.1,2025-10-21
Nova Scotia,December 2024,Public Sector,2,16870,24.0,5.1,4.1,2025-10-21
Nova Scotia,April 2025,All Sectors,1,1180,24.0,5.6,3.8,2025-10-21
Nova Scotia,April 2025,Public Sector,1,1180,24.0,5.6,3.8,2025-10-21
Quebec,December 2024,All Sectors,4,89929,60.6,5.6,3.6,2025-10-21
Quebec,December 2024,Private Sector,3,8256,66.7,2.0,4.0,2025-10-21
Quebec,December 2024,Public Sector,1,81673,60.0,6.0,3.6,2025-10-21
Quebec,January 2025,All Sectors,1,4947,72.0,6.0,3.3,2025-10-21
Quebec,January 2025,Public Sector,1,4947,72.0,6.0,3.3,2025-10-21
Quebec,February 2025,All Sectors,1,566,60.0,2.8,2.6,2025-10-21
Quebec,February 2025,Public Sector,1,566,60.0,2.8,2.6,2025-10-21
Quebec,April 2025,All Sectors,5,111801,48.7,7.7,5.3,2025-10-21
Quebec,April 2025,Private Sector,4,106088,48.1,8.0,5.5,2025-10-21
Quebec,April 2025,Public Sector,1,5713,60.0,2.8,2.5,2025-10-21
Quebec,May 2025,All Sectors,2,1847,60.0,5.5,4.2,2025-10-21
Quebec,May 2025,Public Sector,2,1847,60.0,5.5,4.2,2025-10-21
Quebec,June 2025,All Sectors,1,2300,60.0,3.0,3.5,2025-10-21
Quebec,June 2025,Public Sector,1,2300,60.0,3.0,3.5,2025-10-21
Quebec,July 2025,All Sectors,1,39730,48.0,8.0,1.9,2025-10-21
Quebec,July 2025,Private Sector,1,39730,48.0,8.0,1.9,2025-10-21
Ontario,August 2024,All Sectors,1,1550,36.0,3.1,2.9,2025-10-21
Ontario,August 2024,Public Sector,1,1550,36.0,3.1,2.9,2025-10-21
Ontario,September 2024,All Sectors,4,13460,31.1,5.7,4.4,2025-10-21
Ontario,September 2024,Private Sector,3,8460,28.2,7.1,5.2,2025-10-21
Ontario,September 2024,Public Sector,1,5000,36.0,3.5,3.0,2025-10-21
Ontario,October 2024,All Sectors,2,10700,47.5,3.4,2.8,2025-10-21
Ontario,October 2024,Public Sector,2,10700,47.5,3.4,2.8,2025-10-21
Ontario,November 2024,All Sectors,3,2747,32.7,3.7,3.4,2025-10-21
Ontario,November 2024,Public Sector,3,2747,32.7,3.7,3.4,2025-10-21
Ontario,December 2024,All Sectors,1,4840,12.0,5.0,5.0,2025-10-21
Ontario,December 2024,Public Sector,1,4840,12.0,5.0,5.0,2025-10-21
Ontario,January 2025,All Sectors,2,1927,52.7,5.7,3.6,2025-10-21
Ontario,January 2025,Public Sector,2,1927,52.7,5.7,3.6,2025-10-21
Ontario,February 2025,All Sectors,1,1300,24.0,2.5,2.5,2025-10-21
Ontario,February 2025,Public Sector,1,1300,24.0,2.5,2.5,2025-10-21
Ontario,March 2025,All Sectors,1,8240,48.0,3.9,3.7,2025-10-21
Ontario,March 2025,Public Sector,1,8240,48.0,3.9,3.7,2025-10-21
Ontario,April 2025,All Sectors,3,5111,32.2,6.7,7.0,2025-10-21
Ontario,April 2025,Private Sector,1,1606,24.0,10.8,10.2,2025-10-21
Ontario,April 2025,Public Sector,2,3505,36.0,4.8,5.5,2025-10-21
Ontario,May 2025,All Sectors,1,910,36.0,2.5,2.5,2025-10-21
Ontario,May 2025,Public Sector,1,910,36.0,2.5,2.5,2025-10-21
Manitoba,August 2024,All Sectors,1,16000,48.0,2.5,3.1,2025-10-21
Manitoba,August 2024,Public Sector,1,16000,48.0,2.5,3.1,2025-10-21
Manitoba,October 2024,All Sectors,2,25696,48.0,2.8,4.2,2025-10-21
Manitoba,October 2024,Private Sector,1,6696,48.0,3.5,3.1,2025-10-21
Manitoba,October 2024,Public Sector,1,19000,48.0,2.5,4.6,2025-10-21
Manitoba,March 2025,All Sectors,2,8300,48.0,2.9,3.1,2025-10-21
Manitoba,March 2025,Public Sector,2,8300,48.0,2.9,3.1,2025-10-21
Saskatchewan,April 2025,All Sectors,1,12800,36.0,4.0,3.0,2025-10-21
Saskatchewan,April 2025,Public Sector,1,12800,36.0,4.0,3.0,2025-10-21
Alberta,August 2024,All Sectors,1,750,36.0,5.0,3.7,2025-10-21
Alberta,August 2024,Private Sector,1,750,36.0,5.0,3.7,2025-10-21
Alberta,October 2024,All Sectors,1,1100,36.0,3.0,3.0,2025-10-21
Alberta,October 2024,Public Sector,1,1100,36.0,3.0,3.0,2025-10-21
Alberta,November 2024,All Sectors,2,3127,39.6,3.4,3.4,2025-10-21
Alberta,November 2024,Public Sector,2,3127,39.6,3.4,3.4,2025-10-21
Alberta,December 2024,All Sectors,3,3359,57.2,1.7,2.6,2025-10-21
Alberta,December 2024,Private Sector,1,1151,24.0,4.0,3.7,2025-10-21
Alberta,December 2024,Public Sector,2,2208,74.5,0.6,2.0,2025-10-21
Alberta,January 2025,All Sectors,2,3892,36.0,5.4,3.2,2025-10-21
Alberta,January 2025,Private Sector,1,980,36.0,2.8,3.5,2025-10-21
Alberta,January 2025,Public Sector,1,2912,36.0,6.3,3.2,2025-10-21
Alberta,February 2025,All Sectors,1,564,48.0,3.0,3.0,2025-10-21
Alberta,February 2025,Public Sector,1,564,48.0,3.0,3.0,2025-10-21
Alberta,March 2025,All Sectors,3,5595,46.7,2.2,2.9,2025-10-21
Alberta,March 2025,Private Sector,1,1404,72.0,0.0,1.8,2025-10-21
Alberta,March 2025,Public Sector,2,4191,38.3,3.0,3.3,2025-10-21
Alberta,April 2025,All Sectors,3,41856,48.0,3.0,2.9,2025-10-21
Alberta,April 2025,Private Sector,1,8321,47.9,3.0,2.5,2025-10-21
Alberta,April 2025,Public Sector,2,33535,48.0,3.0,3.0,2025-10-21
Alberta,May 2025,All Sectors,5,20877,44.9,2.8,2.8,2025-10-21
Alberta,May 2025,Private Sector,3,9533,47.9,2.7,2.5,2025-10-21
Alberta,May 2025,Public Sector,2,11344,42.3,2.9,3.0,2025-10-21
Alberta,June 2025,All Sectors,2,1624,47.2,3.7,2.8,2025-10-21
Alberta,June 2025,Private Sector,1,790,46.3,4.4,2.5,2025-10-21
Alberta,June 2025,Public Sector,1,834,48.0,3.0,3.0,2025-10-21
Alberta,July 2025,All Sectors,1,2592,47.4,3.0,3.0,2025-10-21
Alberta,July 2025,Public Sector,1,2592,47.4,3.0,3.0,2025-10-21
British Columbia,January 2025,All Sectors,1,2400,72.0,4.0,3.2,2025-10-21
British Columbia,January 2025,Private Sector,1,2400,72.0,4.0,3.2,2025-10-21
British Columbia,May 2025,All Sectors,1,1550,36.0,4.2,4.6,2025-10-21
British Columbia,May 2025,Private Sector,1,1550,36.0,4.2,4.6,2025-10-21
All territories,October 2024,All Sectors,1,6000,36.0,6.0,3.5,2025-10-21
All territories,October 2024,Public Sector,1,6000,36.0,6.0,3.5,2025-10-21
Multi-provinces,August 2024,All Sectors,1,2240,36.0,7.7,2.5,2025-10-21
Multi-provinces,August 2024,Private Sector,1,2240,36.0,7.7,2.5,2025-10-21
Multi-provinces,December 2024,All Sectors,1,1800,48.0,3.0,3.0,2025-10-21
Multi-provinces,December 2024,Private Sector,1,1800,48.0,3.0,3.0,2025-10-21
,Unnamed: 0_level_1,All Sectors,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
,Unnamed: 0_level_1,Private Sector,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
,Unnamed: 0_level_1,Public Sector,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
All industries,Q3 2022,All Sectors,46,207945,47.3,2.1,1.9,2025-10-21
All industries,Q3 2022,Private Sector,17,54160,51.9,4.7,3.4,2025-10-21
All industries,Q3 2022,Public Sector,29,153785,45.6,1.1,1.4,2025-10-21
All industries,Q4 2022,All Sectors,44,246342,39.3,3.9,3.6,2025-10-21
All industries,Q4 2022,Private Sector,9,15408,46.9,4.6,3.7,2025-10-21
All industries,Q4 2022,Public Sector,35,230934,38.8,3.8,3.6,2025-10-21
All industries,Q1 2023,All Sectors,30,61655,42.6,3.8,3.4,2025-10-21
All industries,Q1 2023,Private Sector,10,26380,37.8,4.8,4.0,2025-10-21
All industries,Q1 2023,Public Sector,20,35275,46.2,3.0,3.0,2025-10-21
All industries,Q2 2023,All Sectors,51,308518,42.4,2.6,3.0,2025-10-21
All industries,Q2 2023,Private Sector,18,34841,30.4,6.8,4.9,2025-10-21
All industries,Q2 2023,Public Sector,33,273677,43.9,2.0,2.8,2025-10-21
All industries,Q3 2023,All Sectors,46,169307,37.5,5.4,4.3,2025-10-21
All industries,Q3 2023,Private Sector,14,24965,43.1,6.5,4.5,2025-10-21
All industries,Q3 2023,Public Sector,32,144342,36.5,5.2,4.2,2025-10-21
All industries,Q4 2023,All Sectors,32,180530,48.9,4.0,3.0,2025-10-21
All industries,Q4 2023,Private Sector,10,35496,54.2,7.4,3.7,2025-10-21
All industries,Q4 2023,Public Sector,22,145034,47.6,3.1,2.9,2025-10-21
All industries,Q1 2024,All Sectors,33,188927,45.9,3.0,2.6,2025-10-21
All industries,Q1 2024,Private Sector,8,21291,42.5,2.6,2.4,2025-10-21
All industries,Q1 2024,Public Sector,25,167636,46.3,3.1,2.6,2025-10-21
All industries,Q2 2024,All Sectors,56,653329,53.5,5.3,3.5,2025-10-21
All industries,Q2 2024,Private Sector,9,17020,28.5,4.9,4.2,2025-10-21
All industries,Q2 2024,Public Sector,47,636309,54.2,5.3,3.5,2025-10-21
All industries,Q3 2024,All Sectors,27,95429,42.8,4.1,3.3,2025-10-21
All industries,Q3 2024,Private Sector,8,13506,33.5,7.7,4.5,2025-10-21
All industries,Q3 2024,Public Sector,19,81923,44.3,3.5,3.1,2025-10-21
All industries,Q4 2024,All Sectors,29,177872,50.3,4.8,3.7,2025-10-21
All industries,Q4 2024,Private Sector,9,21097,53.3,3.0,3.5,2025-10-21
All industries,Q4 2024,Public Sector,20,156775,49.9,5.0,3.7,2025-10-21
All industries,Q1 2025,All Sectors,21,50994,49.7,4.2,3.4,2025-10-21
All industries,Q1 2025,Private Sector,8,10377,53.5,4.0,3.4,2025-10-21
All industries,Q1 2025,Public Sector,13,40617,48.7,4.2,3.4,2025-10-21
All industries,Q2 2025,All Sectors,26,202589,46.9,5.8,4.4,2025-10-21
All industries,Q2 2025,Private Sector,12,128621,47.6,7.2,5.1,2025-10-21
All industries,Q2 2025,Public Sector,14,73968,45.6,3.3,3.1,2025-10-21
Primary industries,Q3 2022,All Sectors,1,1011,60.0,2.0,2.0,2025-10-21
Primary industries,Q3 2022,Private Sector,1,1011,60.0,2.0,2.0,2025-10-21
Primary industries,Q1 2023,All Sectors,1,750,48.0,3.5,2.9,2025-10-21
Primary industries,Q1 2023,Private Sector,1,750,48.0,3.5,2.9,2025-10-21
Primary industries,Q1 2024,All Sectors,1,3317,36.0,5.0,4.0,2025-10-21
Primary industries,Q1 2024,Private Sector,1,3317,36.0,5.0,4.0,2025-10-21
Primary industries,Q1 2025,All Sectors,1,536,36.0,3.0,3.0,2025-10-21
Primary industries,Q1 2025,Private Sector,1,536,36.0,3.0,3.0,2025-10-21
Utilities,Q3 2022,All Sectors,2,1425,47.6,0.3,1.0,2025-10-21
Utilities,Q3 2022,Public Sector,2,1425,47.6,0.3,1.0,2025-10-21
Utilities,Q4 2022,All Sectors,1,780,35.9,1.0,2.3,2025-10-21
Utilities,Q4 2022,Public Sector,1,780,35.9,1.0,2.3,2025-10-21
Utilities,Q1 2023,All Sectors,3,2972,40.1,2.2,2.6,2025-10-21
Utilities,Q1 2023,Private Sector,1,994,36.0,2.8,2.7,2025-10-21
Utilities,Q1 2023,Public Sector,2,1978,42.2,2.0,2.5,2025-10-21
Utilities,Q2 2023,All Sectors,3,7554,27.1,4.3,3.7,2025-10-21
Utilities,Q2 2023,Private Sector,1,1264,36.0,3.0,2.7,2025-10-21
Utilities,Q2 2023,Public Sector,2,6290,25.3,4.5,3.9,2025-10-21
Utilities,Q3 2023,All Sectors,1,5408,30.0,4.5,4.8,2025-10-21
Utilities,Q3 2023,Public Sector,1,5408,30.0,4.5,4.8,2025-10-21
Utilities,Q4 2023,All Sectors,1,3220,24.0,3.7,3.5,2025-10-21
Utilities,Q4 2023,Public Sector,1,3220,24.0,3.7,3.5,2025-10-21
Utilities,Q1 2024,All Sectors,1,520,36.0,3.0,2.7,2025-10-21
Utilities,Q1 2024,Public Sector,1,520,36.0,3.0,2.7,2025-10-21
Utilities,Q2 2024,All Sectors,1,1690,36.0,3.0,2.7,2025-10-21
Utilities,Q2 2024,Public Sector,1,1690,36.0,3.0,2.7,2025-10-21
Utilities,Q4 2024,All Sectors,1,1151,24.0,4.0,3.7,2025-10-21
Utilities,Q4 2024,Private Sector,1,1151,24.0,4.0,3.7,2025-10-21
Utilities,Q1 2025,All Sectors,1,980,36.0,2.8,3.5,2025-10-21
Utilities,Q1 2025,Private Sector,1,980,36.0,2.8,3.5,2025-10-21
Utilities,Q2 2025,All Sectors,1,2300,60.0,3.0,3.5,2025-10-21
Utilities,Q2 2025,Public Sector,1,2300,60.0,3.0,3.5,2025-10-21
Construction,Q3 2022,All Sectors,3,8120,34.5,10.8,6.0,2025-10-21
Construction,Q3 2022,Private Sector,3,8120,34.5,10.8,6.0,2025-10-21
Construction,Q4 2022,All Sectors,1,790,30.1,12.5,6.7,2025-10-21
Construction,Q4 2022,Private Sector,1,790,30.1,12.5,6.7,2025-10-21
Construction,Q1 2023,All Sectors,3,14650,26.5,7.5,5.2,2025-10-21
Construction,Q1 2023,Private Sector,3,14650,26.5,7.5,5.2,2025-10-21
Construction,Q2 2023,All Sectors,4,9202,24.0,8.4,7.3,2025-10-21
Construction,Q2 2023,Private Sector,4,9202,24.0,8.4,7.3,2025-10-21
Construction,Q3 2023,All Sectors,2,1849,56.8,12.8,4.0,2025-10-21
Construction,Q3 2023,Private Sector,2,1849,56.8,12.8,4.0,2025-10-21
Construction,Q2 2024,All Sectors,1,700,48.0,2.8,2.6,2025-10-21
Construction,Q2 2024,Private Sector,1,700,48.0,2.8,2.6,2025-10-21
Construction,Q2 2025,All Sectors,8,123854,48.0,7.2,5.0,2025-10-21
Construction,Q2 2025,Private Sector,8,123854,48.0,7.2,5.0,2025-10-21
Manufacturing,Q3 2022,All Sectors,3,3650,60.0,11.8,4.8,2025-10-21
Manufacturing,Q3 2022,Private Sector,3,3650,60.0,11.8,4.8,2025-10-21
Manufacturing,Q4 2022,All Sectors,2,2560,43.9,6.5,4.2,2025-10-21
Manufacturing,Q4 2022,Private Sector,2,2560,43.9,6.5,4.2,2025-10-21
Manufacturing,Q1 2023,All Sectors,1,596,36.0,3.9,3.0,2025-10-21
Manufacturing,Q1 2023,Private Sector,1,596,36.0,3.9,3.0,2025-10-21
Manufacturing,Q2 2023,All Sectors,2,1800,42.9,4.1,3.7,2025-10-21
Manufacturing,Q2 2023,Private Sector,2,1800,42.9,4.1,3.7,2025-10-21
Manufacturing,Q3 2023,All Sectors,3,7490,37.7,9.0,4.9,2025-10-21
Manufacturing,Q3 2023,Private Sector,3,7490,37.7,9.0,4.9,2025-10-21
Manufacturing,Q4 2023,All Sectors,3,13000,36.4,9.8,5.2,2025-10-21
Manufacturing,Q4 2023,Private Sector,3,13000,36.4,9.8,5.2,2025-10-21
Manufacturing,Q1 2024,All Sectors,1,1303,36.0,7.8,4.6,2025-10-21
Manufacturing,Q1 2024,Private Sector,1,1303,36.0,7.8,4.6,2025-10-21
Manufacturing,Q2 2024,All Sectors,3,2540,51.8,8.2,4.3,2025-10-21
Manufacturing,Q2 2024,Private Sector,3,2540,51.8,8.2,4.3,2025-10-21
Manufacturing,Q3 2024,All Sectors,2,3561,29.8,13.8,8.5,2025-10-21
Manufacturing,Q3 2024,Private Sector,2,3561,29.8,13.8,8.5,2025-10-21
Manufacturing,Q4 2024,All Sectors,1,1400,60.0,8.0,4.5,2025-10-21
Manufacturing,Q4 2024,Private Sector,1,1400,60.0,8.0,4.5,2025-10-21
Manufacturing,Q1 2025,All Sectors,1,2400,72.0,4.0,3.2,2025-10-21
Manufacturing,Q1 2025,Private Sector,1,2400,72.0,4.0,3.2,2025-10-21
Wholesale and retail trade,Q4 2022,All Sectors,1,787,48.0,1.0,0.6,2025-10-21
Wholesale and retail trade,Q4 2022,Public Sector,1,787,48.0,1.0,0.6,2025-10-21
Wholesale and retail trade,Q3 2023,All Sectors,1,1400,36.0,2.0,4.0,2025-10-21
Wholesale and retail trade,Q3 2023,Public Sector,1,1400,36.0,2.0,4.0,2025-10-21
Wholesale and retail trade,Q4 2023,All Sectors,3,11979,60.0,9.8,4.0,2025-10-21
Wholesale and retail trade,Q4 2023,Private Sector,3,11979,60.0,9.8,4.0,2025-10-21
Wholesale and retail trade,Q3 2024,All Sectors,1,10229,36.0,3.0,2.6,2025-10-21
Wholesale and retail trade,Q3 2024,Public Sector,1,10229,36.0,3.0,2.6,2025-10-21
Wholesale and retail trade,Q1 2025,All Sectors,1,4947,72.0,6.0,3.3,2025-10-21
Wholesale and retail trade,Q1 2025,Public Sector,1,4947,72.0,6.0,3.3,2025-10-21
Wholesale and retail trade,Q2 2025,All Sectors,1,878,60.0,6.7,3.9,2025-10-21
Wholesale and retail trade,Q2 2025,Private Sector,1,878,60.0,6.7,3.9,2025-10-21
Transportation,Q3 2022,All Sectors,8,19994,49.5,3.9,3.3,2025-10-21
Transportation,Q3 2022,Private Sector,5,17889,51.1,3.7,3.2,2025-10-21
Transportation,Q3 2022,Public Sector,3,2105,36.0,5.5,3.8,2025-10-21
Transportation,Q4 2022,All Sectors,4,4088,51.5,3.2,2.8,2025-10-21
Transportation,Q4 2022,Private Sector,4,4088,51.5,3.2,2.8,2025-10-21
Transportation,Q1 2023,All Sectors,3,4553,34.5,1.4,1.8,2025-10-21
Transportation,Q1 2023,Private Sector,2,1837,31.7,3.6,3.0,2025-10-21
Transportation,Q1 2023,Public Sector,1,2716,36.4,0.0,1.0,2025-10-21
Transportation,Q2 2023,All Sectors,10,19783,28.7,6.6,4.1,2025-10-21
Transportation,Q2 2023,Private Sector,7,17431,27.0,6.9,4.2,2025-10-21
Transportation,Q2 2023,Public Sector,3,2352,41.7,4.5,3.3,2025-10-21
Transportation,Q3 2023,All Sectors,7,16358,43.9,4.5,4.3,2025-10-21
Transportation,Q3 2023,Private Sector,5,12608,44.5,4.8,5.0,2025-10-21
Transportation,Q3 2023,Public Sector,2,3750,42.0,3.3,2.1,2025-10-21
Transportation,Q4 2023,All Sectors,4,4178,63.8,2.4,3.1,2025-10-21
Transportation,Q4 2023,Private Sector,1,681,60.0,5.0,4.0,2025-10-21
